file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/ESCHER/Rain of Blades.png;Rain of Blades;Escher Tactics;"| 1
Play this gang tactic when activating |
_a fighter. |
|The fighter can immediately make a Charge |
(Double) action. This charge is a free action
-and does not count against their normal |
allotment of actions this activation.
|

|";Pluie de lames;Escher;1 Jouez cette tactique de gang lors de l'activation _un combattant. Le combattant peut immédiatement effectuer une Charge (Double)action. Cette charge est une action gratuite -et ne compte pas dans leur normale attribution d'actions cette activation.
../TacticsCards/ESCHER/Running Battle.png;Running Battle;Escher Tactics;"Play this gang tactic when activating a fighter.
The active fighter may make a Run and Gun
(Double) action as if they had the Hip Shooting
skill. If the fighter is part of a Group Activation
then all fighters involved in the Group Activation
may make a Run and Gun (Double) action.";Combat mobile;Escher;Jouez cette tactique de gang lors de l'activation d'un combattant. Le combattant actif peut effectuer un Run and Gun (Double) action comme s'ils avaient le Hip Shooting compétence. Si le combattant fait partie d'une activation de groupe puis tous les combattants impliqués dans l'activation du groupe peut effectuer une action Run and Gun (Double).
../TacticsCards/ESCHER/Scrag.png;Scrag;Escher Tactics;"| Play this card after one of your fighters puts
an enemy out of action in close combat.
Enemy fighters must make a Nerve testif
they are within 9"" rather than 3"" (they must
still be visible). In addition, subtract 2 from
the result of any Nerve tests made for
fighters within 3"".";Buter;Escher;"Jouez cette carte après qu'un de vos combattants ait mis un ennemi hors de combat au corps à corps. Les combattants ennemis doivent faire un témoignage Nerve ils sont à moins de 9"" plutôt que de 3"" (ils doivent être toujours visible). De plus, soustrayez 2 de le résultat de tout test nerveux effectué pour combattants à moins de 3""."
../TacticsCards/ESCHER/Search and Scrag.png;Search and Scrag;Escher Tactics;"Play this gang tactic when an enemy fighter fails
a Nerve test.

After the enemy fighter has completed their Run
for Cover (Double) action, any of your fighters
within 12"" of them may make a Move (Simple)
action. They must end this free move closer to
the Broken fighter.";Trouver et buter;Escher;"Jouez cette tactique de gang lorsqu'un combattant ennemi échoue un test nerveux. Une fois que le combattant ennemi a terminé sa course pour l'action Couverture (Double), n'importe lequel de vos combattants à moins de 12"" d'eux peut effectuer un mouvement (simple) actions. Ils doivent mettre un terme à ce libre rapprochement le combattant brisé."
../TacticsCards/ESCHER/Shivver Prophesy.png;Shivver Prophesy;Escher Tactics;"Play this gang tactic at the start of the End |
phase.

Roll 2D6. If the result is equal to orlower |
than the current game round, play one more
full round. The game then ends and victory
conditions and rewards are worked out as
normal. |";Prophétie Shivver;Escher;Jouez cette tactique de gang au début de la Fin phase. Lancez 2D6. Si le résultat est égal ou inférieur que le tour de jeu en cours, jouez un de plus tour complet. Le jeu se termine alors et la victoire les conditions et les récompenses sont élaborées comme normal.
../TacticsCards/ESCHER/Side by Side.png;Side by Side;Escher Tactics;"Play instead of activating a fighter. |
Untul the end of this round, any assists that |
are granted by fighters from this gang grant |
a +2 bonus to the hit roll (instead of +1).";Côte à côte;Escher;Jouez au lieu d'activer un combattant. Jusqu'à la fin de ce tour, toutes les passes décisives sont accordées par les combattants de cette subvention de gang un bonus de +2 au jet de touche (au lieu de +1).
../TacticsCards/ESCHER/Siren Howls.png;Siren Howls;Escher Tactics;"| Play at the start of any End phase.

Untul the start of the next End phase, add 1
to the result of any Bottle tests made for the |
enemy gang. In addition, Broken enemy
fighters cannot rally.";La sirène hurle;Escher;Jouez au début de une phase de Fin. Jusqu'au début de la prochaine phase de fin, ajoutez 1 au résultat de tous les tests de bouteilles effectués pour le bande ennemie. De plus, Ennemi brisé les combattants ne peuvent pas se rallier.
../TacticsCards/ESCHER/Sisterhood of Violence.png;Sisterhood of Violence;Escher Tactics;"Play this gang tactic when an enemy fighter |
is taken Out of Action as a result of an
attack made by a friendly fighter. |
After completing the current fighter's
activation, immediately activate a friendly
fighter within 12"" of the fighter who just
activated. |";Sororité de la violence;Escher;"Jouez cette tactique de gang lorsqu'un combattant ennemi est mis Hors de combat à la suite d'un attaque effectuée par un combattant allié. Après avoir terminé le cours de combattant actuel activation, activez immédiatement un combattant allié à moins de 12"" du combattant qui vient de activé."
../TacticsCards/ESCHER/Stealthy Advance.png;Stealthy Advance;Escher Tactics;"| Play this card after both gangs have been
set up at the start of the battle, before the
first round begins.

Up to half of the fighters in your crew
(rounding up) can immediately make a
Standard Move.";Progression furtive;Escher;Jouez cette carte une fois que les deux gangs ont été mis en place au début de la bataille, avant le le premier tour commence. Jusqu'à la moitié des combattants de votre équipage (arrondir) peut immédiatement faire un Mouvement standard.
../TacticsCards/ESCHER/Swift Redeployment.png;Swift Redeployment;Escher Tactics;"| Play this card instead of activating a fighter.
Roll a D3. All of your fighters can
immediately move that many inches, even if |
they have already been activated this round.";Redéploiement rapide;Escher;Jouez cette carte au lieu d'activer un combattant. Lancez un D3. Tous vos combattants peuvent déplacez immédiatement autant de centimètres, même si ils ont déjà été activés ce tour-ci.
../TacticsCards/ESCHER/Three-Point Landing.png;Three-Point Landing;Escher Tactics;"Sector Mechanicus only. |
Play when a fighter falls. |
The fighter is not Pinned by the fall and
does not suffer a hit. If they still have any
actions to take, they can take them. |";Atterrissage en trois points;Escher;Secteur Mechanicus uniquement. Jouez quand un combattant tombe. Le combattant n'est pas coincé par la chute et ne subit pas de coup. S'ils en ont encore actions à entreprendre, ils peuvent les entreprendre.
../TacticsCards/ESCHER/Tunnel Runners.png;Tunnel Runners;Escher Tactics;"Zone Mortalis only. |
Play at the start of any round. |
For the duration of the round, all friendly
fighters can move through pitfalls and
ductways as though they were clear terrain. |
They cannot end their turn on them. |";Coureurs de tunnels;Escher;Zone Mortalis uniquement. Jouez au début d’un tour. Pendant toute la durée du round, tous amicaux les combattants peuvent traverser des pièges et conduits comme s'il s'agissait d'un terrain dégagé. Ils ne peuvent pas mettre fin à leur tour contre eux.
../TacticsCards/ESCHER/Ultra-Violence.png;Ultra-Violence;Escher Tactics;"| Play instead of activating a fighter.

For the remainder of the round, all weapons
with the Melee trait gain Parry - if they did
not already have it - and increase their AP

by -1.";Ultra-violence;Escher;Jouez au lieu d'activer un combattant. Pour le reste du round, toutes les armes avec le trait Mêlée, gagnez la parade - s'ils l'ont fait ne l'ont pas déjà - et augmentent leur AP par -1.
../TacticsCards/ESCHER/Unexpected Help.png;Unexpected Help;Escher Tactics;"Play this gang tactic at the start of the End |
phase.
Choose a fighter in your gang who was not |
included as part of your crew for this |
scenario. This fighter immediately arrives |
using the rules for Reinforcements.";Aide inattendue;Escher;Jouez cette tactique de gang au début de la Fin phase. Choisissez un combattant dans votre gang qui ne l'était pas inclus dans votre équipage pour cela scénario. Ce combattant arrive immédiatement en utilisant les règles des renforts.
../TacticsCards/ESCHER/Wyld Hunt.png;Wyld Hunt;Escher Tactics;"Play this tactic at the start of the Deployment step
of the pre-battle sequence, before any fighters
have been deployed. Your gang may immediately
recruit a Wyld Runner and two Phelynx. These
fighters are recruited for free but will leave

the gang at the end of this battle. Wyld Runner

is armed with a whip and thr. knives. These are
not counted towards your max. crew size - they're
taken in addition to your starting crew. If you do
not have models to represent them, you may
discard this gang tactic and select another.";Chasse sauvage;Escher;Jouez cette tactique au début de l'étape de déploiement de la séquence pré-bataille, avant tout combattant ont été déployés. Votre gang peut immédiatement recrutez un Wyld Runner et deux Phelynx. Ces les combattants sont recrutés gratuitement mais partiront le gang à la fin de cette bataille. Coureur sauvage est armé d'un fouet et d'un thr. couteaux. Ce sont ne compte pas dans votre maximum. taille de l'équipage - ils sont recrutés en plus de votre équipage de départ. Si tu fais pas de modèles pour les représenter, vous pouvez abandonnez cette tactique de gang et sélectionnez-en une autre.
../TacticsCards/ESCHER VEHICLES/Ash Waste Hitchhiker.png;Ash Waste Hitchhiker;Escher Vehicle Tactics;"Play this gang tactic when a friendly fighter has
failed an Initiative check to jump onto or off

a vehicle.

The Initiative check can be re-rolled.";Auto-stoppeur des Désolations Cendrées;Véhicules Escher;Jouez cette tactique de gang lorsqu'un combattant allié a vous avez échoué à un test d’Initiative pour sauter sur ou hors un véhicule. Le test d’Initiative peut être relancé.
../TacticsCards/ESCHER VEHICLES/Biker Bounty.png;Biker Bounty;Escher Vehicle Tactics;"Play this gang tactic during the post-battle
sequence when receiving scenario rewards.

Add D3x5 credits to your oe Stash for each
enemy fighter subject to the Mounted condition
taken Out of Action during this battle.";Prime de motard;Véhicules Escher;Jouez cette tactique de gang pendant l'après-bataille séquence lors de la réception des récompenses du scénario. Ajoutez des crédits D3x5 à votre réserve d'origine pour chacun chasseur ennemi soumis à la condition Monté mis hors de combat au cours de cette bataille.
../TacticsCards/ESCHER VEHICLES/Chem Exhausts.png;Chem Exhausts;Escher Vehicle Tactics;"Play this gang tactic when activating a friendly
Mobile vehicle before performing any actions.
Once the vehicle's activation has finished, any
fighters that were within 1"" of the vehicle at
any point during its activation suffer

an automatic hit as if they were hit by a weapon
with the Toxin and Gas traits.";Échappements chimiques;Véhicules Escher;"Jouez cette tactique de gang lors de l'activation d'un ami Véhicule mobile avant d'effectuer toute action. Une fois l'activation du véhicule terminée, tout combattants qui se trouvaient à moins de 1"" du véhicule à un moment pendant son activation souffre un coup automatique comme s'ils étaient touchés par une arme avec les traits Toxine et Gaz."
