file,title_en,type_en,text_en,title_fr,type_fr,text_fr
../TacticsCards/GENERIC CARDS/Hard Stop.png,Hard Stop,Gang Tactics,"Play when one of your fighters becomes |
Engaged as part of an enemy Charge
(Double) action. |
Your fighter may immediately make a free
Fight (Basic) action, interrupting the
opposing fighter's activation. |",,,
../TacticsCards/GENERIC CARDS/Having a Bad Day.png,Having a Bad Day,Gang Tactics,"| Play at the start of the game after both sides
have set up.

Choose a Champion or Leader model in |
your opponent's crew. For the duration of
the game, Cool checks for other fighters

from the opposing gang have a -2 modifier
while that fighter is within 3"" of the chosen
Champion or Leader.",,,
../TacticsCards/GENERIC CARDS/Healthy Paranoia.png,Healthy Paranoia,Gang Tactics,"Play when activating a fighter.
For the rest of the battle, the fighter have
360 vision arc.",,,
../TacticsCards/GENERIC CARDS/Hidden Blade.png,Hidden Blade,Gang Tactics,"Play when a fighter makes a Fight (Basic) |
action.

The fighter adds D3 to their Attacks |
characteristic for the duration of this action.",,,
../TacticsCards/GENERIC CARDS/Hidden Passage.png,Hidden Passage,Gang Tactics,"Zone Mortalis only (see page 126). |
Play this card at the start of your turn, |
immediately before activating a fighter. |
Place an unused Ductway marker anywhere

on the board, following the normal rules for
placing a ductway. |",,,
../TacticsCards/GENERIC CARDS/History of Violence.png,History of Violence,Gang Tactics,"Play during the pre-battle sequence, during Step
Five: Choose Crews.

Nominate one fighter from your Orr ene e
starting crew. That fighter is unwilling to face
your gang in combat and so may not be selected
for this battle. Your opponent must immediately
discard that fighter and select another, following
the same crew selection method as already used.",,,
../TacticsCards/GENERIC CARDS/Hive Tremors.png,Hive Tremors,Gang Tactics,"Play at the start of any round.

Every Active fighter on the table must make an
Initiative test - any who fail are Pinned. After all
fighters have tested, place D3 additional loot
caskets anywhere on the table not within 6"" of a
fighter. Finally, if the game uses a Zone
Mortalis scenario, place D3 spare ductways
across ana of your choice. If the Pa uses
a Sector Mechanicus scenario, remove D3
ladders of your choice.",,,
../TacticsCards/GENERIC CARDS/Just Add Nails.png,Just Add Nails,Gang Tactics,"Play when making an attack with a frag
grenade, before rolling to hit.

The grenade's Blast (3"") trait becomes
Blast (5"").",,,
../TacticsCards/GENERIC CARDS/Keen Edge.png,Keen Edge,Gang Tactics,"Play at the start of the game after both sides have
deployed.

Choose a Melee weapon possessed by a friendly
fighter. For the duration of the game, increase
its AP by 1.

For Gee a weapon with an AP of -1 will
have an AP of -2.",,,
../TacticsCards/GENERIC CARDS/Last Gasp.png,Last Gasp,Gang Tactics,"Play this card when one of your active fighters is
taken Out of Action.

Before the fighter is removed from play, they can
immediately make an attack. This is a close
combat attack if they are Engaged, otherwise it is
a ranged attack. If they are equipped with a
grenade that has the Blast trait, and the Blast
marker is centred on them, it will not scatter. As
soon as the attack has been resolved, the fighter
is removed from play.",,,
../TacticsCards/GENERIC CARDS/Last Round.png,Last Round,Gang Tactics,"Play this card when activating a fighter that has
one or more Out of Ammo markers on them.
Choose one of this fighter's ranged weapons
that is Out of Ammo. The fighter immediately
performs a Shoot (Basic) action with that
weapon that will hit automatically. Do not roll
an Ammo Dice - the weapon remains Out of
Ammo. Weapons with the Rapid Fire (X) trait
make only one shot.",,,
../TacticsCards/GENERIC CARDS/Long Arm.png,Long Arm,Gang Tactics,"| Play at the start of any round.

Untul the End phase of this round, friendly
fighters count as having +1 Strength for |
the purposes of determining the Long range
of a grenade.",,,
../TacticsCards/GENERIC CARDS/Look the Other Way.png,Look the Other Way,Gang Tactics,"Play this card when a sentry spots |
an attacker.

The sentry does not gain a Ready marker.
In addition, you may change the sentry's
facing as you wish.",,,
../TacticsCards/GENERIC CARDS/Loose Cannon.png,Loose Cannon,Gang Tactics,"| Play when activating a fighter.

|

Until the End phase of this round, the

fighter treats the Shoot action as (Simple)

rather than (Basic). However, until the End
phase of this round, the fighter suffers a -1

| to their Ballistic Skill.

|",,,
../TacticsCards/GENERIC CARDS/Loud and Clear.png,Loud and Clear,Gang Tactics,"| Play during the pre-battle sequence, during
Step 8. Deployment.

Tuck this card under a fighter's card. Until
the end of the battle, this fighter has stun
grenades.",,,
../TacticsCards/GENERIC CARDS/Lucky Find.png,Lucky Find,Gang Tactics,"| Play this card when activating a fighter with
a weapon that is Out of Ammo.

One of the fighter's weapons is |
automatically reloaded at the cost of one
action - no Ammo check is required.",,,
../TacticsCards/GENERIC CARDS/Lucky Lho-stick Case.png,Lucky Lho-stick Case,Gang Tactics,"| Play this card when a friendly fighter fails an
armour save.

The fighter can re-roll the armour save, |
ignoring any negative modifiers (including
Armour Penetration).",,,
../TacticsCards/GENERIC CARDS/Lucky shot.png,Lucky Shot,Gang Tactics,"| Play this card after making either a hit roll,

a wound roll or an injury roll.

You may immediately re-roll all of the dice |
for the roll you have just made. You must
accept the result of the second roll, even if it
is Worse than the first.",,,
../TacticsCards/GENERIC CARDS/Machine Curse.png,Machine Curse,Gang Tactics,"| Play this card instead of activating a fighter.
Choose an enemy fighter. They must
immediately make an Ammo check of each
of their ranged weapons.",,,
../TacticsCards/GENERIC CARDS/Makeshift Armour.png,Makeshift Armour,Gang Tactics,"One of your fighters can spend an action to play
this card.

Tuck this card under the fighter's card; while it
is there, their armour save is treated as one point
better than it is. If any save roll for the fighter
is a 1 (before modifiers), discard this card after
resolving the attack(s).",,,
../TacticsCards/GENERIC CARDS/Makeshift Cover.png,Makeshift Cover,Gang Tactics,"| Play this card at the start of any round.

Place D3 barricades or similar pieces of
terrain anywhere on the battlefield within 3"")
of one of your fighter.",,,
../TacticsCards/GENERIC CARDS/Marked for Death.png,Marked for Death,Gang Tactics,"| Play this card instead of activating a fighter.
Choose an enemy fighter. For the rest of

the battle, add 1 to result of any hit rolls for |
fighters from your gang when they target
that fighter with a Melee weapon.",,,
../TacticsCards/GENERIC CARDS/Master Switch.png,Master Switch,Gang Tactics,"Zone Mortalis only. |
Play this card instead of activating a fighter. |
Every door on the board that does not have
a door terminal either opens or closes. They
must all do the same, i.¢., this card cannot be.
used to open some doors and close others. _",,,
../TacticsCards/GENERIC CARDS/Melta Trap.png,Melta Trap,Gang Tactics,"Play this at the start of the battle, when setting up
your gang. Pick any of your fighters to carry the
trap, and put this card under their card. Once
during the game, the pignict, as long as they are
Active, can Set Melta Trap (Double) - place a
Melta Trap marker within 1"" of the fighter. Then
they can move up to D6"", If the fighter goes Out
of Action before making this action, roll a D6.
On a 1, the trap triggered (centred on the
fighter's base). On a 2-3, place a marker where
the fighter stood. On a 4+, discard this card.",,,
../TacticsCards/GENERIC CARDS/Nerves of Steel.png,Nerves of Steel,Gang Tactics,"| Play when a fighter makes a ranged attack.
The fighter may ignore normal Target
Priority rules and may instead target any |
eligible enemy fighter they wish without
having to pass a Cool check.",,,
../TacticsCards/GENERIC CARDS/No Mercy for the Weak.png,No Mercy for the Weak,Gang Tactics,"| Play this card instead of activating a fighter.
For the remainder of the round, add | to the
result of any wound rolls for fightersfrom
your gang when they target fighters with
one or more Flesh Wounds.",,,
../TacticsCards/GENERIC CARDS/Opening Volley.png,Opening Volley,Gang Tactics,"| Play at the start of the game, after both

gangs have been deployed.

Choose up to three fighters. These fighters |
may immediately make a free Shoot (Basic)
action. Note that this does not apply if the
action would be (Simple) or (Double) for
any reason.",,,
../TacticsCards/GENERIC CARDS/Point-Blank Shot.png,Point- Blank Shot,Gang Tactics,"| Play this card when a fighter makes a Fight
action or a Charge action.

Pick one of the fighter’s ranged weapons |
that does not have the Blast trait or
Template trait. For the duration of this turn,
that weapon can be used in close combat

in the same way as a pistol.",,,
../TacticsCards/GENERIC CARDS/Preemptive Measures.png,Preemptive Measures,Gang Tactics,"Play at the start of any round, before rolling |
for Priority.

Up to two of your fighters may immediately |
make a free Move (Simple) action.",,,
../TacticsCards/GENERIC CARDS/Proper Preparation.png,Proper Preparation,Gang Tactics,"| Play this card before setting up the gang at
the start of the battle.

Pick one of your fighters and put thiscard  _
under their Fighter's card. For the duration
of the battle, this fighter’s weapons gain the
Plentiful trait unless they already have the
Scarce trait, in which case their weapons are
counted as not being Scarce.",,,
../TacticsCards/GENERIC CARDS/Quick Time.png,Quick Time,Gang Tactics,"| Play this card when activating a fighter.

|

Tuck this card under the fighter’s card.
While it is there, the fighter’s Move is |
increased by 2. In each End phase, roll a D6.
On a 1, the card is discarded.

|",,,
../TacticsCards/GENERIC CARDS/Rapid Fire.png,Rapid Fire,Gang Tactics,"| Play this card when activating a fighter.

This turn, the fighter may make two Fire
(Basic) actions, provide they use the same
weapon for both and make no other actions
for any reason. However, at the end of their
activation, the weapon counts as
automatically having failed an Ammo check.",,,
../TacticsCards/GENERIC CARDS/Rapid Healing.png,Rapid Healing,Gang Tactics,"Play this card instead of activating a fighter. |
Choose one of your fighters. This fighter |
either recovers one Wound or removes one ©
Flesh Wound.",,,
../TacticsCards/GENERIC CARDS/Reaction Fire.png,Reaction Fire,Gang Tactics,"| Play when an enemy fighters is activated,
before they make their first action.

Pick a fighter from your gang - that fighter _
can immediately make a Shoot (Basic) action
against the activating enemy model,

as long as they are in range and line of sight.",,,
../TacticsCards/GENERIC CARDS/Reckless Charge.png,Reckless Charge,Gang Tactics,"| Play this card when a fighter makes a Charge
(Double) action.

The fighter counts as having rolleda3 on |
the D3 to determine their maximum charge
range.",,,
